Timestamp,Type,Amount,Phone,Reference,Message
2025-05-12T16:16:55.316Z,incoming_money,287055,+250789695415,MTN84785,"You have received RWF RF 287,055 from +250789695415. Your new balance is RWF 794730. Reference: MTN84785"
2025-05-12T14:29:46.206Z,agent_withdrawal,242154,+250786077524,MTN40735,"Cash withdrawal of RWF RF 242,154 from agent +250786077524. Fee: RWF 4843. Reference: MTN40735"
2025-05-11T23:12:14.181Z,bank_transfer,320191,+250780366807,MTN30254,"Bank transfer of RWF RF 320,191 to account ****236. Reference: MTN30254"
2025-05-10T12:28:00.429Z,bundle_purchase,327800,+250789917386,MTN58602,"Internet bundle purchase. Amount: RWF RF 327,800. Data: 3278MB. Reference: MTN58602"
2025-05-09T05:19:39.836Z,payment_to_code,36898,+250784466874,MTN07039,"You have paid RWF RF 36,898 to merchant code. Transaction ID: MTN07039. Your new balance is RWF 902593."
2025-05-07T11:34:50.876Z,bundle_purchase,237607,+250785128399,MTN38387,"Internet bundle purchase. Amount: RWF RF 237,607. Data: 2376MB. Reference: MTN38387"
2025-05-07T01:53:34.616Z,bank_transfer,302324,+250784217742,MTN60248,"Bank transfer of RWF RF 302,324 to account ****436. Reference: MTN60248"
2025-05-06T08:15:52.992Z,cashpower_payment,396104,+250780701561,MTN27825,"CashPower payment of RWF RF 396,104 successful. Meter: 15484. Reference: MTN27825"
2025-05-06T02:42:48.603Z,bank_transfer,477551,+250787147279,MTN48706,"Bank transfer of RWF RF 477,551 to account ****2864. Reference: MTN48706"
2025-05-06T00:45:14.397Z,airtime_payment,353505,+250785750922,MTN40565,"Airtime purchase successful. Amount: RWF RF 353,505. Phone: +250785750922. Reference: MTN40565"
2025-05-05T16:52:31.426Z,transfer_mobile,277890,+250780793644,MTN36338,"You have transferred RWF RF 277,890 to +250780793644. Fee: RWF 2778. Reference: MTN36338"
2025-05-05T08:41:11.536Z,bundle_purchase,476952,+250780364844,MTN57421,"Internet bundle purchase. Amount: RWF RF 476,952. Data: 4769MB. Reference: MTN57421"
2025-05-04T14:26:57.577Z,agent_withdrawal,50246,+250782048228,MTN81376,"Cash withdrawal of RWF RF 50,246 from agent +250782048228. Fee: RWF 1004. Reference: MTN81376"
2025-05-03T12:13:42.329Z,payment_to_code,97774,+250784350179,MTN57715,"You have paid RWF RF 97,774 to merchant code. Transaction ID: MTN57715. Your new balance is RWF 956086."
2025-05-02T22:47:55.916Z,cashpower_payment,419340,+250788673929,MTN51983,"CashPower payment of RWF RF 419,340 successful. Meter: 95611. Reference: MTN51983"
2025-04-30T15:10:38.589Z,third_party_transaction,247176,+250786133071,MTN20387,"Third party transaction of RWF RF 247,176. Service: PayPal. Reference: MTN20387"
2025-04-29T19:05:22.944Z,agent_withdrawal,313720,+250780328316,MTN78496,"Cash withdrawal of RWF RF 313,720 from agent +250780328316. Fee: RWF 6274. Reference: MTN78496"
2025-04-27T17:01:05.076Z,transfer_mobile,413370,+250787716691,MTN96399,"You have transferred RWF RF 413,370 to +250787716691. Fee: RWF 4133. Reference: MTN96399"
2025-04-27T09:54:54.025Z,agent_withdrawal,143710,+250787420306,MTN75823,"Cash withdrawal of RWF RF 143,710 from agent +250787420306. Fee: RWF 2874. Reference: MTN75823"
2025-04-25T03:50:19.366Z,cashpower_payment,309268,+250787252661,MTN01361,"CashPower payment of RWF RF 309,268 successful. Meter: 11766. Reference: MTN01361"
2025-04-21T14:48:40.796Z,airtime_payment,82377,+250781085013,MTN59704,"Airtime purchase successful. Amount: RWF RF 82,377. Phone: +250781085013. Reference: MTN59704"
2025-04-21T09:00:09.847Z,bank_transfer,190640,+250784695018,MTN77500,"Bank transfer of RWF RF 190,640 to account ****4903. Reference: MTN77500"
2025-04-21T00:01:34.963Z,bundle_purchase,461742,+250786581055,MTN69046,"Internet bundle purchase. Amount: RWF RF 461,742. Data: 4617MB. Reference: MTN69046"
2025-04-19T00:36:29.461Z,bundle_purchase,365456,+250780070448,MTN12463,"Internet bundle purchase. Amount: RWF RF 365,456. Data: 3654MB. Reference: MTN12463"
2025-04-18T16:56:03.679Z,incoming_money,261703,+250783259968,MTN44911,"You have received RWF RF 261,703 from +250783259968. Your new balance is RWF 958856. Reference: MTN44911"
2025-04-18T14:07:20.518Z,bank_deposit,420916,+250781190632,MTN56260,"Bank deposit of RWF RF 420,916 successful. Bank: BK. Reference: MTN56260"
2025-04-17T19:33:54.727Z,incoming_money,470464,+250789200324,MTN58844,"You have received RWF RF 470,464 from +250789200324. Your new balance is RWF 153994. Reference: MTN58844"
2025-04-15T17:57:52.638Z,bank_transfer,223346,+250786683657,MTN00379,"Bank transfer of RWF RF 223,346 to account ****8144. Reference: MTN00379"
2025-04-13T15:56:59.865Z,incoming_money,53065,+250785587419,MTN07843,"You have received RWF RF 53,065 from +250785587419. Your new balance is RWF 125305. Reference: MTN07843"
2025-04-13T05:59:12.025Z,agent_withdrawal,169470,+250783189431,MTN61338,"Cash withdrawal of RWF RF 169,470 from agent +250783189431. Fee: RWF 3389. Reference: MTN61338"
2025-04-12T15:15:40.328Z,third_party_transaction,479687,+250781070126,MTN92348,"Third party transaction of RWF RF 479,687. Service: Tigo. Reference: MTN92348"
2025-04-12T13:48:34.109Z,transfer_mobile,247472,+250787823041,MTN02047,"You have transferred RWF RF 247,472 to +250787823041. Fee: RWF 2474. Reference: MTN02047"
2025-04-12T02:12:20.222Z,payment_to_code,183167,+250784312366,MTN21347,"You have paid RWF RF 183,167 to merchant code. Transaction ID: MTN21347. Your new balance is RWF 803277."
2025-04-12T00:19:39.336Z,payment_to_code,200519,+250787224775,MTN23996,"You have paid RWF RF 200,519 to merchant code. Transaction ID: MTN23996. Your new balance is RWF 891951."
2025-04-11T12:00:21.176Z,bank_deposit,111389,+250787951412,MTN66436,"Bank deposit of RWF RF 111,389 successful. Bank: BK. Reference: MTN66436"
2025-04-11T11:44:21.080Z,third_party_transaction,390287,+250785188672,MTN77843,"Third party transaction of RWF RF 390,287. Service: PayPal. Reference: MTN77843"
2025-04-10T13:05:44.256Z,bank_transfer,278933,+250788485749,MTN01689,"Bank transfer of RWF RF 278,933 to account ****7789. Reference: MTN01689"
2025-04-09T18:07:59.731Z,bank_deposit,37042,+250780439737,MTN59900,"Bank deposit of RWF RF 37,042 successful. Bank: BK. Reference: MTN59900"
2025-04-09T14:57:05.768Z,bank_deposit,293662,+250783356534,MTN98916,"Bank deposit of RWF RF 293,662 successful. Bank: BK. Reference: MTN98916"
2025-04-09T07:27:56.500Z,agent_withdrawal,68882,+250784969775,MTN02876,"Cash withdrawal of RWF RF 68,882 from agent +250784969775. Fee: RWF 1377. Reference: MTN02876"
2025-04-08T06:59:42.614Z,third_party_transaction,474458,+250780602568,MTN48920,"Third party transaction of RWF RF 474,458. Service: PayPal. Reference: MTN48920"
2025-04-07T18:54:34.292Z,bank_transfer,199346,+250785433328,MTN98367,"Bank transfer of RWF RF 199,346 to account ****5585. Reference: MTN98367"
2025-04-07T06:42:13.818Z,transfer_mobile,337334,+250787741154,MTN86841,"You have transferred RWF RF 337,334 to +250787741154. Fee: RWF 3373. Reference: MTN86841"
2025-04-07T05:43:14.555Z,payment_to_code,306427,+250788646971,MTN82108,"You have paid RWF RF 306,427 to merchant code. Transaction ID: MTN82108. Your new balance is RWF 981256."
2025-04-06T17:55:36.132Z,bank_deposit,214060,+250781605233,MTN96651,"Bank deposit of RWF RF 214,060 successful. Bank: BK. Reference: MTN96651"
2025-04-05T19:27:01.062Z,bundle_purchase,357123,+250787480015,MTN01412,"Internet bundle purchase. Amount: RWF RF 357,123. Data: 3571MB. Reference: MTN01412"
2025-04-05T02:14:50.680Z,transfer_mobile,472034,+250786733804,MTN25601,"You have transferred RWF RF 472,034 to +250786733804. Fee: RWF 4720. Reference: MTN25601"
2025-04-04T12:53:44.007Z,cashpower_payment,305137,+250788869795,MTN77188,"CashPower payment of RWF RF 305,137 successful. Meter: 53751. Reference: MTN77188"
2025-04-03T03:42:56.812Z,bank_deposit,365929,+250786115351,MTN98674,"Bank deposit of RWF RF 365,929 successful. Bank: BK. Reference: MTN98674"
2025-04-02T07:45:12.022Z,airtime_payment,289423,+250782745517,MTN09414,"Airtime purchase successful. Amount: RWF RF 289,423. Phone: +250782745517. Reference: MTN09414"
2025-03-31T14:34:59.094Z,agent_withdrawal,363635,+250786148629,MTN04447,"Cash withdrawal of RWF RF 363,635 from agent +250786148629. Fee: RWF 7272. Reference: MTN04447"
2025-03-31T06:44:23.040Z,bundle_purchase,474577,+250786110426,MTN80263,"Internet bundle purchase. Amount: RWF RF 474,577. Data: 4745MB. Reference: MTN80263"
2025-03-28T21:16:13.645Z,bundle_purchase,21040,+250783666914,MTN30355,"Internet bundle purchase. Amount: RWF RF 21,040. Data: 210MB. Reference: MTN30355"
2025-03-27T04:37:24.990Z,cashpower_payment,380164,+250784318740,MTN83774,"CashPower payment of RWF RF 380,164 successful. Meter: 40888. Reference: MTN83774"
2025-03-26T11:50:45.205Z,airtime_payment,443044,+250782817746,MTN78463,"Airtime purchase successful. Amount: RWF RF 443,044. Phone: +250782817746. Reference: MTN78463"
2025-03-25T20:12:34.359Z,cashpower_payment,140363,+250782319853,MTN87805,"CashPower payment of RWF RF 140,363 successful. Meter: 44131. Reference: MTN87805"
2025-03-24T23:42:18.939Z,cashpower_payment,308030,+250787505031,MTN63412,"CashPower payment of RWF RF 308,030 successful. Meter: 34585. Reference: MTN63412"
2025-03-24T13:36:53.320Z,bank_deposit,303562,+250787723867,MTN36302,"Bank deposit of RWF RF 303,562 successful. Bank: BK. Reference: MTN36302"
2025-03-24T13:35:48.060Z,agent_withdrawal,474524,+250780746860,MTN60079,"Cash withdrawal of RWF RF 474,524 from agent +250780746860. Fee: RWF 9490. Reference: MTN60079"
2025-03-23T09:36:51.402Z,bank_deposit,153273,+250788902129,MTN98603,"Bank deposit of RWF RF 153,273 successful. Bank: BK. Reference: MTN98603"
2025-03-23T06:17:22.707Z,payment_to_code,91246,+250785234859,MTN81132,"You have paid RWF RF 91,246 to merchant code. Transaction ID: MTN81132. Your new balance is RWF 606483."
2025-03-22T10:08:48.506Z,airtime_payment,177630,+250784047178,MTN65950,"Airtime purchase successful. Amount: RWF RF 177,630. Phone: +250784047178. Reference: MTN65950"
2025-03-21T06:37:55.103Z,incoming_money,353903,+250784839173,MTN20225,"You have received RWF RF 353,903 from +250784839173. Your new balance is RWF 739269. Reference: MTN20225"
2025-03-21T05:32:39.383Z,bank_transfer,237855,+250785286265,MTN66345,"Bank transfer of RWF RF 237,855 to account ****3984. Reference: MTN66345"
2025-03-21T04:05:33.638Z,bank_transfer,88926,+250781105646,MTN47983,"Bank transfer of RWF RF 88,926 to account ****556. Reference: MTN47983"
2025-03-21T03:08:38.729Z,transfer_mobile,367528,+250784496171,MTN04746,"You have transferred RWF RF 367,528 to +250784496171. Fee: RWF 3675. Reference: MTN04746"
2025-03-21T00:29:41.340Z,bundle_purchase,280259,+250787234215,MTN64354,"Internet bundle purchase. Amount: RWF RF 280,259. Data: 2802MB. Reference: MTN64354"
2025-03-19T20:20:12.760Z,incoming_money,389135,+250782906361,MTN51613,"You have received RWF RF 389,135 from +250782906361. Your new balance is RWF 778786. Reference: MTN51613"
2025-03-18T20:51:36.695Z,incoming_money,25068,+250781816646,MTN74465,"You have received RWF RF 25,068 from +250781816646. Your new balance is RWF 482246. Reference: MTN74465"
2025-03-17T06:01:43.253Z,transfer_mobile,307319,+250787454978,MTN99963,"You have transferred RWF RF 307,319 to +250787454978. Fee: RWF 3073. Reference: MTN99963"
2025-03-16T19:33:51.023Z,bank_deposit,192904,+250784432560,MTN28065,"Bank deposit of RWF RF 192,904 successful. Bank: BK. Reference: MTN28065"
2025-03-12T21:14:12.788Z,airtime_payment,476295,+250780163956,MTN19227,"Airtime purchase successful. Amount: RWF RF 476,295. Phone: +250780163956. Reference: MTN19227"
2025-03-12T08:37:20.567Z,payment_to_code,408351,+250785199570,MTN62567,"You have paid RWF RF 408,351 to merchant code. Transaction ID: MTN62567. Your new balance is RWF 528728."
2025-03-11T06:02:56.908Z,bank_transfer,422311,+250785973655,MTN84748,"Bank transfer of RWF RF 422,311 to account ****202. Reference: MTN84748"
2025-03-10T17:05:09.901Z,transfer_mobile,431802,+250787914281,MTN78481,"You have transferred RWF RF 431,802 to +250787914281. Fee: RWF 4318. Reference: MTN78481"
2025-03-10T05:19:18.713Z,agent_withdrawal,260653,+250786165384,MTN46889,"Cash withdrawal of RWF RF 260,653 from agent +250786165384. Fee: RWF 5213. Reference: MTN46889"
2025-03-07T17:54:08.490Z,bank_deposit,117757,+250781349294,MTN21480,"Bank deposit of RWF RF 117,757 successful. Bank: BK. Reference: MTN21480"
2025-03-07T00:18:44.203Z,bundle_purchase,66362,+250789330444,MTN30309,"Internet bundle purchase. Amount: RWF RF 66,362. Data: 663MB. Reference: MTN30309"
2025-03-06T16:59:24.090Z,airtime_payment,210923,+250783797441,MTN48043,"Airtime purchase successful. Amount: RWF RF 210,923. Phone: +250783797441. Reference: MTN48043"
2025-03-06T05:15:59.573Z,airtime_payment,426753,+250784480460,MTN70326,"Airtime purchase successful. Amount: RWF RF 426,753. Phone: +250784480460. Reference: MTN70326"
2025-03-06T01:12:55.197Z,bundle_purchase,77754,+250788243578,MTN63881,"Internet bundle purchase. Amount: RWF RF 77,754. Data: 777MB. Reference: MTN63881"
2025-03-06T00:56:06.748Z,cashpower_payment,210621,+250787947165,MTN68256,"CashPower payment of RWF RF 210,621 successful. Meter: 99974. Reference: MTN68256"
2025-03-05T18:52:15.571Z,payment_to_code,112368,+250789436545,MTN02245,"You have paid RWF RF 112,368 to merchant code. Transaction ID: MTN02245. Your new balance is RWF 257633."
2025-03-05T04:51:55.293Z,bank_transfer,305826,+250785974911,MTN62534,"Bank transfer of RWF RF 305,826 to account ****506. Reference: MTN62534"
2025-03-04T00:41:45.412Z,agent_withdrawal,333278,+250781977922,MTN95489,"Cash withdrawal of RWF RF 333,278 from agent +250781977922. Fee: RWF 6665. Reference: MTN95489"
2025-03-03T07:46:48.781Z,airtime_payment,444391,+250783430359,MTN52993,"Airtime purchase successful. Amount: RWF RF 444,391. Phone: +250783430359. Reference: MTN52993"
2025-03-03T07:40:12.899Z,airtime_payment,284011,+250786863686,MTN78403,"Airtime purchase successful. Amount: RWF RF 284,011. Phone: +250786863686. Reference: MTN78403"
2025-03-02T02:49:04.557Z,bank_deposit,31779,+250787605913,MTN86983,"Bank deposit of RWF RF 31,779 successful. Bank: BK. Reference: MTN86983"
2025-03-02T00:59:50.400Z,transfer_mobile,76174,+250789975567,MTN62796,"You have transferred RWF RF 76,174 to +250789975567. Fee: RWF 761. Reference: MTN62796"
2025-03-01T19:24:01.712Z,bank_deposit,228004,+250785028359,MTN75854,"Bank deposit of RWF RF 228,004 successful. Bank: BK. Reference: MTN75854"
2025-02-28T21:26:27.541Z,third_party_transaction,281229,+250785676452,MTN93581,"Third party transaction of RWF RF 281,229. Service: Tigo. Reference: MTN93581"
2025-02-27T14:09:00.984Z,third_party_transaction,33293,+250787363656,MTN37425,"Third party transaction of RWF RF 33,293. Service: Airtel. Reference: MTN37425"
2025-02-26T23:27:15.437Z,cashpower_payment,81989,+250780775330,MTN72786,"CashPower payment of RWF RF 81,989 successful. Meter: 75663. Reference: MTN72786"
2025-02-26T21:44:38.830Z,third_party_transaction,345734,+250788597987,MTN26695,"Third party transaction of RWF RF 345,734. Service: Tigo. Reference: MTN26695"
2025-02-24T20:55:17.354Z,transfer_mobile,201029,+250782639079,MTN90848,"You have transferred RWF RF 201,029 to +250782639079. Fee: RWF 2010. Reference: MTN90848"
2025-02-24T17:10:53.326Z,transfer_mobile,283151,+250784775055,MTN43988,"You have transferred RWF RF 283,151 to +250784775055. Fee: RWF 2831. Reference: MTN43988"
2025-02-22T23:22:21.494Z,bank_deposit,129673,+250781236784,MTN81161,"Bank deposit of RWF RF 129,673 successful. Bank: BK. Reference: MTN81161"
2025-02-20T10:06:03.895Z,bundle_purchase,497288,+250786352530,MTN90063,"Internet bundle purchase. Amount: RWF RF 497,288. Data: 4972MB. Reference: MTN90063"
2025-02-20T05:01:54.561Z,bank_deposit,291394,+250785529941,MTN44983,"Bank deposit of RWF RF 291,394 successful. Bank: BK. Reference: MTN44983"
2025-02-19T16:20:37.343Z,airtime_payment,43147,+250787721582,MTN15278,"Airtime purchase successful. Amount: RWF RF 43,147. Phone: +250787721582. Reference: MTN15278"
2025-02-18T19:33:52.639Z,airtime_payment,457703,+250788057448,MTN32312,"Airtime purchase successful. Amount: RWF RF 457,703. Phone: +250788057448. Reference: MTN32312"
2025-02-18T13:11:31.171Z,incoming_money,161340,+250788727485,MTN84268,"You have received RWF RF 161,340 from +250788727485. Your new balance is RWF 949841. Reference: MTN84268"
2025-02-16T20:00:37.897Z,cashpower_payment,51948,+250789571912,MTN44970,"CashPower payment of RWF RF 51,948 successful. Meter: 86801. Reference: MTN44970"
2025-02-16T15:15:30.235Z,cashpower_payment,123547,+250781080200,MTN39491,"CashPower payment of RWF RF 123,547 successful. Meter: 55765. Reference: MTN39491"
2025-02-15T18:07:01.544Z,airtime_payment,284045,+250781254060,MTN70753,"Airtime purchase successful. Amount: RWF RF 284,045. Phone: +250781254060. Reference: MTN70753"
2025-02-15T15:13:07.497Z,bundle_purchase,91190,+250789770876,MTN39294,"Internet bundle purchase. Amount: RWF RF 91,190. Data: 911MB. Reference: MTN39294"
2025-02-15T12:06:19.263Z,transfer_mobile,427979,+250780798479,MTN39504,"You have transferred RWF RF 427,979 to +250780798479. Fee: RWF 4279. Reference: MTN39504"
2025-02-15T11:33:59.551Z,bank_transfer,113910,+250787617026,MTN49231,"Bank transfer of RWF RF 113,910 to account ****5856. Reference: MTN49231"
2025-02-15T06:25:25.270Z,transfer_mobile,439274,+250787846906,MTN89120,"You have transferred RWF RF 439,274 to +250787846906. Fee: RWF 4392. Reference: MTN89120"
2025-02-14T17:32:25.240Z,transfer_mobile,184932,+250784997472,MTN35416,"You have transferred RWF RF 184,932 to +250784997472. Fee: RWF 1849. Reference: MTN35416"
2025-02-13T17:10:17.776Z,cashpower_payment,398112,+250787312481,MTN98393,"CashPower payment of RWF RF 398,112 successful. Meter: 38816. Reference: MTN98393"
2025-02-11T23:26:56.459Z,agent_withdrawal,196626,+250781650381,MTN63434,"Cash withdrawal of RWF RF 196,626 from agent +250781650381. Fee: RWF 3932. Reference: MTN63434"
2025-02-09T00:12:24.874Z,bundle_purchase,368181,+250788828832,MTN85776,"Internet bundle purchase. Amount: RWF RF 368,181. Data: 3681MB. Reference: MTN85776"
2025-02-06T20:13:30.970Z,bank_deposit,495348,+250786472321,MTN98233,"Bank deposit of RWF RF 495,348 successful. Bank: BK. Reference: MTN98233"
2025-02-06T10:52:58.390Z,bank_deposit,285842,+250786896559,MTN04622,"Bank deposit of RWF RF 285,842 successful. Bank: BK. Reference: MTN04622"
2025-02-05T22:35:58.925Z,bank_deposit,413355,+250786895684,MTN62439,"Bank deposit of RWF RF 413,355 successful. Bank: BK. Reference: MTN62439"
2025-02-03T13:32:46.167Z,incoming_money,242954,+250780631074,MTN23482,"You have received RWF RF 242,954 from +250780631074. Your new balance is RWF 257024. Reference: MTN23482"
2025-02-02T23:43:58.596Z,third_party_transaction,310656,+250786595041,MTN16475,"Third party transaction of RWF RF 310,656. Service: Airtel. Reference: MTN16475"
2025-02-02T14:05:39.462Z,airtime_payment,204573,+250788673088,MTN99058,"Airtime purchase successful. Amount: RWF RF 204,573. Phone: +250788673088. Reference: MTN99058"
2025-01-31T18:02:10.524Z,agent_withdrawal,109697,+250785107470,MTN92723,"Cash withdrawal of RWF RF 109,697 from agent +250785107470. Fee: RWF 2193. Reference: MTN92723"
2025-01-30T10:41:47.969Z,airtime_payment,333527,+250788423087,MTN13040,"Airtime purchase successful. Amount: RWF RF 333,527. Phone: +250788423087. Reference: MTN13040"
2025-01-30T07:39:33.442Z,agent_withdrawal,248194,+250781439058,MTN86801,"Cash withdrawal of RWF RF 248,194 from agent +250781439058. Fee: RWF 4963. Reference: MTN86801"
2025-01-29T07:44:56.187Z,airtime_payment,397114,+250788511845,MTN96067,"Airtime purchase successful. Amount: RWF RF 397,114. Phone: +250788511845. Reference: MTN96067"
2025-01-28T12:18:17.705Z,bundle_purchase,255842,+250787032436,MTN08206,"Internet bundle purchase. Amount: RWF RF 255,842. Data: 2558MB. Reference: MTN08206"
2025-01-27T07:29:00.582Z,transfer_mobile,385384,+250783935122,MTN37552,"You have transferred RWF RF 385,384 to +250783935122. Fee: RWF 3853. Reference: MTN37552"
2025-01-26T19:25:48.554Z,payment_to_code,137039,+250786986484,MTN47914,"You have paid RWF RF 137,039 to merchant code. Transaction ID: MTN47914. Your new balance is RWF 97954."
2025-01-25T05:13:56.031Z,bank_deposit,238383,+250781094388,MTN83089,"Bank deposit of RWF RF 238,383 successful. Bank: BK. Reference: MTN83089"
2025-01-24T23:54:55.638Z,payment_to_code,110414,+250784399142,MTN50010,"You have paid RWF RF 110,414 to merchant code. Transaction ID: MTN50010. Your new balance is RWF 816736."
2025-01-23T07:32:57.434Z,bank_deposit,479199,+250787860694,MTN53577,"Bank deposit of RWF RF 479,199 successful. Bank: BK. Reference: MTN53577"
2025-01-20T14:16:29.528Z,airtime_payment,454890,+250782593855,MTN41331,"Airtime purchase successful. Amount: RWF RF 454,890. Phone: +250782593855. Reference: MTN41331"
2025-01-19T14:19:17.887Z,bank_transfer,140165,+250781469548,MTN59492,"Bank transfer of RWF RF 140,165 to account ****315. Reference: MTN59492"
2025-01-19T12:14:25.990Z,cashpower_payment,190128,+250780363366,MTN26764,"CashPower payment of RWF RF 190,128 successful. Meter: 42914. Reference: MTN26764"
2025-01-19T12:11:12.904Z,airtime_payment,467212,+250784648045,MTN11374,"Airtime purchase successful. Amount: RWF RF 467,212. Phone: +250784648045. Reference: MTN11374"
2025-01-19T02:53:25.557Z,bundle_purchase,420105,+250784939122,MTN06269,"Internet bundle purchase. Amount: RWF RF 420,105. Data: 4201MB. Reference: MTN06269"
